Algorithm,recovery_pct,avg_rank,p1_budget,p1_correct_pct,p1_winner_score,p1_2nd_score,p2_winner_score,p2_2nd_score,avg_k,p1_true_winner_score,p2_true_winner_score,P1 Avg difference,P2 Avg difference,P2 Changes %,P2 Fixes %,P2 Errors %,N,k,m,epsilon,family,recovery_gain
"Gen-Prob E-Greedy (m=150, e=0.1)",27.75,224.19,"1,198",33.25,2.3049,2.1337,2.2014,2.0691,0.0,1.1654,1.1,0.1711861085282007,0.1323026826999114,38.75,3.25,8.75,300,70,150.0,0.1,Gen-Prob E-Greedy,-1.75
"Gen-Prob E-Greedy (m=150, e=0.2)",27.75,225.57,"1,198",33.25,2.3049,2.1337,2.2155,2.0777,0.0,1.1654,1.1158,0.1711861085282007,0.1378200994913583,37.5,2.25,7.75,300,70,150.0,0.2,Gen-Prob E-Greedy,-1.75
"Gen-Prob E-Greedy (m=150, e=0.4)",27.25,223.91,"1,198",33.25,2.3049,2.1337,2.2138,2.0852,0.0,1.1654,1.1156,0.1711861085282007,0.1286727273806227,37.25,3.0,9.0,300,70,150.0,0.4,Gen-Prob E-Greedy,-2.25
"Gen-Prob E-Greedy (m=225, e=0.8)",27.25,227.42,"1,344",35.25,2.2459,2.0898,2.2335,2.096,0.0,1.1699,1.1427,0.1560354793444824,0.137511368027893,17.0,0.5,8.5,300,70,225.0,0.8,Gen-Prob E-Greedy,-2.25
"Gen-Prob E-Greedy (m=225, e=0.4)",27.25,227.45,"1,344",35.25,2.2459,2.0898,2.2161,2.0727,0.0,1.1699,1.1348,0.1560354793444824,0.1433854185004031,16.5,1.0,9.0,300,70,225.0,0.4,Gen-Prob E-Greedy,-2.25
"Gen-Prob E-Greedy (m=225, e=0.6)",27.0,228.18,"1,344",35.25,2.2459,2.0898,2.226,2.0843,0.0,1.1699,1.15,0.1560354793444824,0.1416697082333415,19.5,1.25,9.5,300,70,225.0,0.6,Gen-Prob E-Greedy,-2.5
"Gen-Prob E-Greedy (m=150, e=0.8)",27.0,224.97,"1,198",33.25,2.3049,2.1337,2.2482,2.1218,0.0,1.1654,1.1436,0.1711861085282007,0.1264017543860554,36.75,2.5,8.75,300,70,150.0,0.8,Gen-Prob E-Greedy,-2.5
"Gen-Prob E-Greedy (m=150, e=1.0)",27.0,225.05,"1,198",33.25,2.3049,2.1337,2.2899,2.1463,0.0,1.1654,1.1708,0.1711861085282007,0.1435784833121647,35.5,1.7500000000000002,8.0,300,70,150.0,1.0,Gen-Prob E-Greedy,-2.5
"Gen-Prob E-Greedy (m=225, e=0.0)",26.75,225.68,"1,198",33.25,2.3049,2.1337,2.3506,2.1855,0.0,1.1654,1.2027,0.1711861085282007,0.1651600569631992,27.500000000000004,0.75,7.249999999999999,300,70,225.0,0.0,Gen-Prob E-Greedy,-2.75
"Gen-Prob E-Greedy (m=225, e=1.0)",25.75,228.1,"1,344",35.25,2.2459,2.0898,2.2527,2.1091,0.0,1.1699,1.1561,0.1560354793444824,0.1436135270040068,19.5,1.0,10.5,300,70,225.0,1.0,Gen-Prob E-Greedy,-3.75
"Gen-Prob E-Greedy (m=150, e=0.6)",24.25,225.63,"1,198",33.25,2.3049,2.1337,2.2242,2.0988,0.0,1.1654,1.1302,0.1711861085282007,0.1254364781511592,41.5,2.25,11.25,300,70,150.0,0.6,Gen-Prob E-Greedy,-5.25
"Gen-Prob E-Greedy (m=150, e=0.1)",13.75,220.99,"1,274",17.5,2.2443,2.0967,2.1869,2.0527,0.0,0.9415,0.9471,0.1475836726014199,0.1341564996899835,39.75,3.75,7.5,300,80,150.0,0.1,Gen-Prob E-Greedy,0.5
"Gen-Prob E-Greedy (m=150, e=0.6)",13.5,220.61,"1,274",17.5,2.2443,2.0967,2.2115,2.0821,0.0,0.9415,0.9344,0.1475836726014199,0.1293985753798341,38.25,1.7500000000000002,5.75,300,80,150.0,0.6,Gen-Prob E-Greedy,0.25
"Gen-Prob E-Greedy (m=150, e=0.4)",13.5,221.34,"1,274",17.5,2.2443,2.0967,2.1907,2.065,0.0,0.9415,0.9464,0.1475836726014199,0.1257090252878803,37.75,2.75,6.75,300,80,150.0,0.4,Gen-Prob E-Greedy,0.25
"Gen-Prob E-Greedy (m=150, e=0.0)",13.25,219.19,"1,500",13.25,2.1825,2.0519,2.1825,2.0519,0.0,0.9541,0.9541,0.130630528704176,0.130630528704176,0.0,0.0,0.0,300,80,150.0,0.0,Gen-Prob E-Greedy,0.0
Pure PARWiS (Baseline),13.25,219.19,"1,500",13.25,2.1825,2.0519,2.1825,2.0519,0.0,0.9541,0.9541,0.130630528704176,0.130630528704176,0.0,0.0,0.0,300,80,,,Baseline,0.0
"Gen-Prob E-Greedy (m=225, e=1.0)",13.25,218.15,"1,420",16.25,2.1947,2.0624,2.202,2.0754,0.0,0.9469,0.9481,0.1322112440164367,0.1266230380435979,13.750000000000002,1.0,4.0,300,80,225.0,1.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=225, e=0.8)",12.75,218.09,"1,420",16.25,2.1947,2.0624,2.1974,2.067,0.0,0.9469,0.9453,0.1322112440164367,0.1304280456172875,12.5,0.5,4.0,300,80,225.0,0.8,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=150, e=1.0)",12.5,218.67,"1,274",17.5,2.2443,2.0967,2.2375,2.1143,0.0,0.9415,0.9569,0.1475836726014199,0.12318439858395,34.5,1.0,6.0,300,80,150.0,1.0,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=225, e=0.6)",12.5,218.6,"1,420",16.25,2.1947,2.0624,2.1937,2.0631,0.0,0.9469,0.9422,0.1322112440164367,0.1305905350466374,13.25,0.25,4.0,300,80,225.0,0.6,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=225, e=0.2)",12.25,218.59,"1,420",16.25,2.1947,2.0624,2.1768,2.0531,0.0,0.9469,0.9399,0.1322112440164367,0.123749847544166,14.499999999999998,0.5,4.5,300,80,225.0,0.2,Gen-Prob E-Greedy,-1.0
"Gen-Prob E-Greedy (m=150, e=0.8)",12.25,221.6,"1,274",17.5,2.2443,2.0967,2.2202,2.0939,0.0,0.9415,0.9419,0.1475836726014199,0.1263380765322792,35.75,1.7500000000000002,7.000000000000001,300,80,150.0,0.8,Gen-Prob E-Greedy,-1.0
"Gen-Prob E-Greedy (m=225, e=0.4)",11.75,217.98,"1,420",16.25,2.1947,2.0624,2.1805,2.0555,0.0,0.9469,0.9293,0.1322112440164367,0.1249371555588223,14.000000000000002,0.25,4.75,300,80,225.0,0.4,Gen-Prob E-Greedy,-1.5
"Gen-Prob E-Greedy (m=150, e=0.2)",11.25,221.1,"1,274",17.5,2.2443,2.0967,2.186,2.0559,0.0,0.9415,0.9423,0.1475836726014199,0.1301612398602367,41.25,2.0,8.25,300,80,150.0,0.2,Gen-Prob E-Greedy,-2.0
"Gen-Prob E-Greedy (m=225, e=0.1)",11.25,219.48,"1,420",16.25,2.1947,2.0624,2.1861,2.0516,0.0,0.9469,0.9474,0.1322112440164367,0.1345697667145606,14.249999999999998,0.75,5.75,300,80,225.0,0.1,Gen-Prob E-Greedy,-2.0
"Gen-Prob E-Greedy (m=225, e=0.0)",11.25,219.5,"1,274",17.5,2.2443,2.0967,2.2948,2.1571,0.0,0.9415,0.9833,0.1475836726014199,0.1377414145573792,33.0,0.25,6.5,300,80,225.0,0.0,Gen-Prob E-Greedy,-2.0
"Gen-Prob E-Greedy (m=150, e=0.2)",7.75,222.73,"1,303",10.0,2.2402,2.1041,2.1974,2.0671,0.0,0.9307,0.9261,0.1360259146259719,0.1302714482651916,37.75,2.25,4.5,300,90,150.0,0.2,Gen-Prob E-Greedy,1.5
"Gen-Prob E-Greedy (m=150, e=0.1)",7.25,223.75,"1,303",10.0,2.2402,2.1041,2.1819,2.0619,0.0,0.9307,0.9445,0.1360259146259719,0.1200539568639356,38.0,3.5000000000000004,6.25,300,90,150.0,0.1,Gen-Prob E-Greedy,1.0
"Gen-Prob E-Greedy (m=225, e=0.8)",7.0,223.09,"1,435",8.25,2.1986,2.0732,2.1959,2.0733,0.0,0.9465,0.9606,0.1254411746432171,0.1225976300385025,11.0,0.5,1.7500000000000002,300,90,225.0,0.8,Gen-Prob E-Greedy,0.75
"Gen-Prob E-Greedy (m=225, e=0.4)",7.0,222.6,"1,435",8.25,2.1986,2.0732,2.1889,2.0628,0.0,0.9465,0.9519,0.1254411746432171,0.1261590302311459,13.750000000000002,1.0,2.25,300,90,225.0,0.4,Gen-Prob E-Greedy,0.75
"Gen-Prob E-Greedy (m=225, e=0.0)",6.75,224.33,"1,303",10.0,2.2402,2.1041,2.2862,2.1535,0.0,0.9307,0.9794,0.1360259146259719,0.1326656021548786,32.5,1.0,4.25,300,90,225.0,0.0,Gen-Prob E-Greedy,0.5
"Gen-Prob E-Greedy (m=225, e=0.1)",6.75,223.74,"1,435",8.25,2.1986,2.0732,2.1834,2.0607,0.0,0.9465,0.9583,0.1254411746432171,0.1227307093421674,14.75,1.25,2.75,300,90,225.0,0.1,Gen-Prob E-Greedy,0.5
Pure PARWiS (Baseline),6.25,224.82,"1,500",6.25,2.1804,2.0592,2.1804,2.0592,0.0,0.9521,0.9521,0.1211837367619819,0.1211837367619819,0.0,0.0,0.0,300,90,,,Baseline,0.0
"Gen-Prob E-Greedy (m=225, e=1.0)",6.25,223.21,"1,435",8.25,2.1986,2.0732,2.2083,2.0827,0.0,0.9465,0.9523,0.1254411746432171,0.125672749266446,11.5,0.25,2.25,300,90,225.0,1.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=150, e=0.0)",6.25,224.82,"1,500",6.25,2.1804,2.0592,2.1804,2.0592,0.0,0.9521,0.9521,0.1211837367619819,0.1211837367619819,0.0,0.0,0.0,300,90,150.0,0.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=225, e=0.6)",6.0,223.93,"1,435",8.25,2.1986,2.0732,2.1984,2.0676,0.0,0.9465,0.9597,0.1254411746432171,0.1308252170975139,13.0,0.5,2.75,300,90,225.0,0.6,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=150, e=0.4)",5.75,221.21,"1,303",10.0,2.2402,2.1041,2.2023,2.0714,0.0,0.9307,0.9198,0.1360259146259719,0.130860824383673,39.75,1.25,5.5,300,90,150.0,0.4,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=150, e=0.6)",5.75,222.82,"1,303",10.0,2.2402,2.1041,2.2174,2.0866,0.0,0.9307,0.9331,0.1360259146259719,0.1307848253164967,36.5,1.5,5.75,300,90,150.0,0.6,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=150, e=0.8)",5.5,224.38,"1,303",10.0,2.2402,2.1041,2.2216,2.0978,0.0,0.9307,0.9513,0.1360259146259719,0.1238568403538225,35.25,1.0,5.5,300,90,150.0,0.8,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=225, e=0.2)",5.0,222.88,"1,435",8.25,2.1986,2.0732,2.1825,2.0612,0.0,0.9465,0.9465,0.1254411746432171,0.1212994828758162,12.5,0.0,3.25,300,90,225.0,0.2,Gen-Prob E-Greedy,-1.25
"Gen-Prob E-Greedy (m=150, e=1.0)",4.5,223.0,"1,303",10.0,2.2402,2.1041,2.2342,2.1093,0.0,0.9307,0.9605,0.1360259146259719,0.1248984842506848,36.25,1.0,6.5,300,90,150.0,1.0,Gen-Prob E-Greedy,-1.75
"Gen-Prob E-Greedy (m=225, e=0.8)",9.25,226.54,"1,422",11.75,2.1962,2.0654,2.1995,2.0685,0.0,0.9849,0.9842,0.1307553456593058,0.1309775473899055,13.0,0.75,3.25,300,93,225.0,0.8,Gen-Prob E-Greedy,1.5
"Gen-Prob E-Greedy (m=225, e=0.6)",9.25,225.86,"1,422",11.75,2.1962,2.0654,2.1931,2.0643,0.0,0.9849,0.9815,0.1307553456593058,0.1287371911923092,12.25,0.75,3.25,300,93,225.0,0.6,Gen-Prob E-Greedy,1.5
"Gen-Prob E-Greedy (m=150, e=0.2)",9.0,226.0,"1,276",13.75,2.239,2.0975,2.1875,2.0632,0.0,0.982,0.9493,0.1414995963532948,0.1243266531731706,40.0,2.0,6.75,300,93,150.0,0.2,Gen-Prob E-Greedy,1.25
"Gen-Prob E-Greedy (m=225, e=0.0)",8.75,226.6,"1,276",13.75,2.239,2.0975,2.2915,2.1504,0.0,0.982,0.9993,0.1414995963532948,0.1411719434528819,32.75,0.75,5.75,300,93,225.0,0.0,Gen-Prob E-Greedy,1.0
"Gen-Prob E-Greedy (m=225, e=0.1)",8.5,226.04,"1,422",11.75,2.1962,2.0654,2.1811,2.0523,0.0,0.9849,0.9772,0.1307553456593058,0.1288175922568233,13.5,0.25,3.5000000000000004,300,93,225.0,0.1,Gen-Prob E-Greedy,0.75
"Gen-Prob E-Greedy (m=150, e=0.1)",8.5,227.9,"1,276",13.75,2.239,2.0975,2.1812,2.0543,0.0,0.982,0.9687,0.1414995963532948,0.1268809370826815,39.25,2.25,7.5,300,93,150.0,0.1,Gen-Prob E-Greedy,0.75
"Gen-Prob E-Greedy (m=225, e=0.4)",8.25,224.43,"1,422",11.75,2.1962,2.0654,2.1864,2.0578,0.0,0.9849,0.9669,0.1307553456593058,0.1286218025360579,14.000000000000002,1.0,4.5,300,93,225.0,0.4,Gen-Prob E-Greedy,0.5
"Gen-Prob E-Greedy (m=225, e=0.2)",8.25,224.44,"1,422",11.75,2.1962,2.0654,2.1828,2.0557,0.0,0.9849,0.9637,0.1307553456593058,0.12713172724504,14.249999999999998,0.25,3.75,300,93,225.0,0.2,Gen-Prob E-Greedy,0.5
Pure PARWiS (Baseline),7.75,226.38,"1,500",7.75,2.1874,2.0553,2.1874,2.0553,0.0,0.9701,0.9701,0.132113688550493,0.132113688550493,0.0,0.0,0.0,300,93,,,Baseline,0.0
"Gen-Prob E-Greedy (m=150, e=0.4)",7.75,225.25,"1,276",13.75,2.239,2.0975,2.1863,2.0621,0.0,0.982,0.971,0.1414995963532948,0.124166890735434,40.5,1.7500000000000002,7.75,300,93,150.0,0.4,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=150, e=0.0)",7.75,226.38,"1,500",7.75,2.1874,2.0553,2.1874,2.0553,0.0,0.9701,0.9701,0.132113688550493,0.132113688550493,0.0,0.0,0.0,300,93,150.0,0.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=150, e=0.8)",7.5,226.36,"1,276",13.75,2.239,2.0975,2.2255,2.098,0.0,0.982,0.9807,0.1414995963532948,0.1274880787060097,38.25,1.5,7.75,300,93,150.0,0.8,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=225, e=1.0)",7.25,225.73,"1,422",11.75,2.1962,2.0654,2.2086,2.0779,0.0,0.9849,0.9743,0.1307553456593058,0.1306893866994776,14.249999999999998,0.25,4.75,300,93,225.0,1.0,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=150, e=0.6)",7.0,227.7,"1,276",13.75,2.239,2.0975,2.208,2.0799,0.0,0.982,0.9756,0.1414995963532948,0.1280560124910965,42.5,1.7500000000000002,8.5,300,93,150.0,0.6,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=150, e=1.0)",5.75,227.73,"1,276",13.75,2.239,2.0975,2.2489,2.1162,0.0,0.982,0.9982,0.1414995963532948,0.1326372224911893,38.75,1.0,9.0,300,93,150.0,1.0,Gen-Prob E-Greedy,-2.0
"Gen-Prob E-Greedy (m=150, e=0.1)",5.75,209.68,"1,312",5.25,2.2022,2.0747,2.1613,2.042,0.0,0.7315,0.746,0.1274993783131748,0.1193482041611573,40.5,2.0,1.5,300,95,150.0,0.1,Gen-Prob E-Greedy,1.5
"Gen-Prob E-Greedy (m=150, e=0.6)",5.5,208.19,"1,312",5.25,2.2022,2.0747,2.1789,2.0591,0.0,0.7315,0.7536,0.1274993783131748,0.1198375036471373,39.0,2.0,1.7500000000000002,300,95,150.0,0.6,Gen-Prob E-Greedy,1.25
"Gen-Prob E-Greedy (m=150, e=0.8)",5.25,208.43,"1,312",5.25,2.2022,2.0747,2.1902,2.0711,0.0,0.7315,0.755,0.1274993783131748,0.1191843173838131,36.25,1.25,1.25,300,95,150.0,0.8,Gen-Prob E-Greedy,1.0
"Gen-Prob E-Greedy (m=150, e=0.4)",5.0,209.74,"1,312",5.25,2.2022,2.0747,2.173,2.0524,0.0,0.7315,0.7596,0.1274993783131748,0.1206191643367975,38.5,1.25,1.5,300,95,150.0,0.4,Gen-Prob E-Greedy,0.75
"Gen-Prob E-Greedy (m=150, e=0.2)",5.0,204.89,"1,312",5.25,2.2022,2.0747,2.1714,2.05,0.0,0.7315,0.7552,0.1274993783131748,0.1213784667069477,36.75,1.7500000000000002,2.0,300,95,150.0,0.2,Gen-Prob E-Greedy,0.75
"Gen-Prob E-Greedy (m=225, e=0.1)",5.0,207.62,"1,454",4.75,2.1677,2.0493,2.1614,2.0423,0.0,0.7493,0.753,0.118474367491598,0.1191008240988629,11.25,0.75,0.5,300,95,225.0,0.1,Gen-Prob E-Greedy,0.75
"Gen-Prob E-Greedy (m=225, e=0.4)",4.5,206.81,"1,454",4.75,2.1677,2.0493,2.162,2.0432,0.0,0.7493,0.7517,0.118474367491598,0.1188387843234703,11.25,0.25,0.5,300,95,225.0,0.4,Gen-Prob E-Greedy,0.25
"Gen-Prob E-Greedy (m=225, e=0.6)",4.5,208.02,"1,454",4.75,2.1677,2.0493,2.1663,2.0464,0.0,0.7493,0.7523,0.118474367491598,0.1198771104762275,10.5,0.25,0.5,300,95,225.0,0.6,Gen-Prob E-Greedy,0.25
"Gen-Prob E-Greedy (m=150, e=0.0)",4.25,208.15,"1,500",4.25,2.1582,2.0413,2.1582,2.0413,0.0,0.7539,0.7539,0.1169262645972826,0.1169262645972826,0.0,0.0,0.0,300,95,150.0,0.0,Gen-Prob E-Greedy,0.0
Pure PARWiS (Baseline),4.25,208.15,"1,500",4.25,2.1582,2.0413,2.1582,2.0413,0.0,0.7539,0.7539,0.1169262645972826,0.1169262645972826,0.0,0.0,0.0,300,95,,,Baseline,0.0
"Gen-Prob E-Greedy (m=150, e=1.0)",4.25,206.66,"1,312",5.25,2.2022,2.0747,2.2208,2.0904,0.0,0.7315,0.7481,0.1274993783131748,0.1303985163634107,37.75,1.0,2.0,300,95,150.0,1.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=225, e=0.8)",4.25,205.7,"1,454",4.75,2.1677,2.0493,2.173,2.05,0.0,0.7493,0.7559,0.118474367491598,0.1229932399431517,10.5,0.0,0.5,300,95,225.0,0.8,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=225, e=0.0)",4.25,209.93,"1,312",5.25,2.2022,2.0747,2.2553,2.1286,0.0,0.7315,0.7585,0.1274993783131748,0.1267470004047539,29.25,0.5,1.5,300,95,225.0,0.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=225, e=0.2)",4.0,207.45,"1,454",4.75,2.1677,2.0493,2.1582,2.0418,0.0,0.7493,0.7539,0.118474367491598,0.1164659308808229,9.75,0.0,0.75,300,95,225.0,0.2,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=225, e=1.0)",4.0,207.49,"1,454",4.75,2.1677,2.0493,2.1751,2.0546,0.0,0.7493,0.7505,0.118474367491598,0.1204942244932576,10.0,0.0,0.75,300,95,225.0,1.0,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=150, e=0.1)",4.0,207.49,"1,321",4.25,2.2138,2.0731,2.1691,2.0397,0.0,0.662,0.7083,0.1407433262660986,0.1294608894155202,36.75,2.0,2.25,300,97,150.0,0.1,Gen-Prob E-Greedy,0.75
"Gen-Prob E-Greedy (m=150, e=0.8)",3.75,209.35,"1,321",4.25,2.2138,2.0731,2.2097,2.0778,0.0,0.662,0.6943,0.1407433262660986,0.1318941304278498,35.75,1.25,1.7500000000000002,300,97,150.0,0.8,Gen-Prob E-Greedy,0.5
"Gen-Prob E-Greedy (m=150, e=1.0)",3.5,205.19,"1,321",4.25,2.2138,2.0731,2.2202,2.0913,0.0,0.662,0.6937,0.1407433262660986,0.128898129196179,33.25,0.5,1.25,300,97,150.0,1.0,Gen-Prob E-Greedy,0.25
"Gen-Prob E-Greedy (m=150, e=0.0)",3.25,204.68,"1,500",3.25,2.163,2.0353,2.163,2.0353,0.0,0.6886,0.6886,0.1276104417966062,0.1276104417966062,0.0,0.0,0.0,300,97,150.0,0.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=150, e=0.2)",3.25,207.33,"1,321",4.25,2.2138,2.0731,2.1781,2.0438,0.0,0.662,0.6964,0.1407433262660986,0.1343197903902075,36.5,1.25,2.25,300,97,150.0,0.2,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=225, e=0.6)",3.25,204.82,"1,449",3.0,2.1711,2.0446,2.1702,2.0445,0.0,0.6773,0.6817,0.1264629886001009,0.1257450244315734,11.75,0.75,0.5,300,97,225.0,0.6,Gen-Prob E-Greedy,0.0
Pure PARWiS (Baseline),3.25,204.68,"1,500",3.25,2.163,2.0353,2.163,2.0353,0.0,0.6886,0.6886,0.1276104417966062,0.1276104417966062,0.0,0.0,0.0,300,97,,,Baseline,0.0
"Gen-Prob E-Greedy (m=225, e=0.4)",3.0,205.5,"1,449",3.0,2.1711,2.0446,2.1639,2.0375,0.0,0.6773,0.6946,0.1264629886001009,0.1263935977635366,11.5,0.5,0.5,300,97,225.0,0.4,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=225, e=0.1)",3.0,204.54,"1,449",3.0,2.1711,2.0446,2.1684,2.0378,0.0,0.6773,0.6771,0.1264629886001009,0.1306098678464269,12.25,0.75,0.75,300,97,225.0,0.1,Gen-Prob E-Greedy,-0.25
"Gen-Prob E-Greedy (m=150, e=0.6)",2.75,207.14,"1,321",4.25,2.2138,2.0731,2.1908,2.0609,0.0,0.662,0.6804,0.1407433262660986,0.1298634282779938,35.75,0.75,2.25,300,97,150.0,0.6,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=150, e=0.4)",2.75,207.34,"1,321",4.25,2.2138,2.0731,2.1741,2.0473,0.0,0.662,0.6902,0.1407433262660986,0.1267387982199963,37.0,0.5,2.0,300,97,150.0,0.4,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=225, e=0.0)",2.75,206.68,"1,321",4.25,2.2138,2.0731,2.2605,2.1255,0.0,0.662,0.6918,0.1407433262660986,0.1350190793648584,30.25,0.25,1.7500000000000002,300,97,225.0,0.0,Gen-Prob E-Greedy,-0.5
"Gen-Prob E-Greedy (m=225, e=0.8)",2.5,203.47,"1,449",3.0,2.1711,2.0446,2.1748,2.0482,0.0,0.6773,0.6752,0.1264629886001009,0.1266579797013274,12.5,0.25,0.75,300,97,225.0,0.8,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=225, e=1.0)",2.5,204.36,"1,449",3.0,2.1711,2.0446,2.1885,2.0542,0.0,0.6773,0.6766,0.1264629886001009,0.1343289527972087,14.249999999999998,0.25,0.75,300,97,225.0,1.0,Gen-Prob E-Greedy,-0.75
"Gen-Prob E-Greedy (m=225, e=0.2)",2.0,204.31,"1,449",3.0,2.1711,2.0446,2.1717,2.0399,0.0,0.6773,0.6813,0.1264629886001009,0.1318818346855517,13.750000000000002,0.25,1.25,300,97,225.0,0.2,Gen-Prob E-Greedy,-1.25
Pure PARWiS (Baseline),92.5,379.67,"2,000",92.5,4.2877,2.7232,4.2877,2.7232,0.0,4.0824,4.0824,1.564501683957196,1.564501683957196,0.0,0.0,0.0,400,10,,,Baseline,0.0
"Gen-Prob E-Greedy (m=200, e=0.0)",92.5,379.67,"2,000",92.5,4.2877,2.7232,4.2877,2.7232,0.0,4.0824,4.0824,1.564501683957196,1.564501683957196,0.0,0.0,0.0,400,10,200.0,0.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=200, e=0.1)",92.5,379.0,739,92.5,4.4688,3.3635,4.2912,2.7221,0.0,4.2592,4.0822,1.1052867180618628,1.5690882079862338,2.5,0.0,0.0,400,10,200.0,0.1,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=200, e=0.2)",92.5,378.44,739,92.5,4.4688,3.3635,4.2751,2.8713,0.0,4.2592,4.0657,1.1052867180618628,1.403805454163519,2.75,0.0,0.0,400,10,200.0,0.2,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=200, e=0.4)",92.5,378.64,739,92.5,4.4688,3.3635,4.289,2.9258,0.0,4.2592,4.0776,1.1052867180618628,1.3631855882114792,2.5,0.0,0.0,400,10,200.0,0.4,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=200, e=0.6)",92.5,378.61,739,92.5,4.4688,3.3635,4.3635,2.9165,0.0,4.2592,4.1547,1.1052867180618628,1.44699559840656,3.0,0.0,0.0,400,10,200.0,0.6,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=200, e=0.8)",92.5,378.44,739,92.5,4.4688,3.3635,4.3592,2.8854,0.0,4.2592,4.1501,1.1052867180618628,1.4738203059088917,3.0,0.0,0.0,400,10,200.0,0.8,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=200, e=1.0)",92.5,378.4,739,92.5,4.4688,3.3635,4.3248,2.8855,0.0,4.2592,4.1116,1.1052867180618628,1.4393483213153146,2.75,0.0,0.0,400,10,200.0,1.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=300, e=0.0)",92.5,378.38,739,92.5,4.4688,3.3635,4.3711,2.5213,0.0,4.2592,4.1571,1.1052867180618628,1.8497626762026835,2.5,0.0,0.0,400,10,300.0,0.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=300, e=0.1)",92.5,379.45,839,92.5,4.4062,3.3781,4.2921,2.7151,0.0,4.201,4.0867,1.0281087614856794,1.5769805739116265,0.5,0.0,0.0,400,10,300.0,0.1,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=300, e=0.2)",92.5,379.57,839,92.5,4.4062,3.3781,4.2794,2.8472,0.0,4.201,4.075,1.0281087614856794,1.4321852128940429,0.25,0.0,0.0,400,10,300.0,0.2,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=300, e=0.4)",92.5,379.81,839,92.5,4.4062,3.3781,4.2815,2.9251,0.0,4.201,4.0746,1.0281087614856794,1.35639651152015,0.75,0.0,0.0,400,10,300.0,0.4,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=300, e=0.6)",92.5,380.01,839,92.5,4.4062,3.3781,4.3567,2.9408,0.0,4.201,4.1517,1.0281087614856794,1.41588473419767,1.0,0.0,0.0,400,10,300.0,0.6,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=300, e=0.8)",92.5,379.57,839,92.5,4.4062,3.3781,4.3225,2.9016,0.0,4.201,4.1175,1.0281087614856794,1.4208553316483503,0.5,0.0,0.0,400,10,300.0,0.8,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=300, e=1.0)",92.5,379.98,839,92.5,4.4062,3.3781,4.3302,2.8424,0.0,4.201,4.1248,1.0281087614856794,1.4878239096445829,0.75,0.0,0.0,400,10,300.0,1.0,Gen-Prob E-Greedy,0.0
"Gen-Prob E-Greedy (m=200, e=0.4)",91.5,378.38,904,91.0,3.7398,2.9484,3.6141,2.7608,0.0,3.5027,3.3849,0.7913628865824527,0.8532664584218681,2.75,0.5,0.0,400,20,200.0,0.4,Gen-Prob E-Greedy,0.25
